Date,Description,Reference_No,Withdrawal,Deposit,Balance
2025-01-18,PAYROLL-AND-OPERATIONS,PAYROLL281012,495276520.6,,-156661818521.95004
2025-01-18,NEFT-SUBSIDIARY-TRANSFER,NEFT658461,,211334763.42,-156450483758.53003
2025-01-19,RTGS-DEALER-PAYMENT,RTGS580977,,273875829.9,-156176607928.63004
2025-01-19,PAYROLL-AND-OPERATIONS,PAYROLL309211,138038934.41,,-156314646863.04004
2025-01-19,VENDOR-PAYMENT-STEEL,VENDOR533370,274322040.91,,-156588968903.95004
2025-01-20,PAYROLL-AND-OPERATIONS,PAYROLL901269,121629731.08,,-156710598635.03003
2025-01-20,NEFT-SUBSIDIARY-TRANSFER,NEFT262038,,103730212.68,-156606868422.35004
2025-01-20,CAPEX-MACHINERY,CAPEX564645,236721806.67,,-156843590229.02005
2025-01-20,NEFT-SUBSIDIARY-TRANSFER,NEFT321559,,284702393.46,-156558887835.56006
2025-01-20,VENDOR-PAYMENT-STEEL,VENDOR313164,747807151.27,,-157306694986.83005
2025-01-21,VENDOR-PAYMENT-STEEL,VENDOR719506,371258547.95,,-157677953534.78006
2025-01-21,VENDOR-PAYMENT-STEEL,VENDOR372625,309608040.34,,-157987561575.12006
2025-01-21,PAYROLL-AND-OPERATIONS,PAYROLL663666,558978692.59,,-158546540267.71005
2025-01-21,CAPEX-MACHINERY,CAPEX885589,731822760.61,,-159278363028.32004
2025-01-21,VENDOR-PAYMENT-STEEL,VENDOR596291,198915521.02,,-159477278549.34003
2025-01-22,CAPEX-MACHINERY,CAPEX559657,720941649.36,,-160198220198.7
2025-01-22,NEFT-SUBSIDIARY-TRANSFER,NEFT209086,,110731809.27,-160087488389.43002
2025-01-22,NEFT-SUBSIDIARY-TRANSFER,NEFT851495,,282663401.46,-159804824987.97003
2025-01-22,PAYROLL-AND-OPERATIONS,PAYROLL180698,510619319.03,,-160315444307.00003
2025-01-23,PAYROLL-AND-OPERATIONS,PAYROLL938430,693415539.86,,-161008859846.86002
2025-01-23,CAPEX-MACHINERY,CAPEX683796,429647385.8,,-161438507232.66
2025-01-23,NEFT-SUBSIDIARY-TRANSFER,NEFT662800,,463046171.45,-160975461061.21
2025-01-24,VENDOR-PAYMENT-STEEL,VENDOR380240,559096678.6,,-161534557739.81
2025-01-24,VENDOR-PAYMENT-STEEL,VENDOR164957,264598415.07,,-161799156154.88
2025-01-24,TAX-OUTFLOW,TAX589315,126089954.4,,-161925246109.28
2025-01-24,VENDOR-PAYMENT-STEEL,VENDOR371593,611446316.86,,-162536692426.13998
2025-01-25,TAX-OUTFLOW,TAX673378,491419347.62,,-163028111773.75998
2025-01-25,CAPEX-MACHINERY,CAPEX577620,295086881.29,,-163323198655.05
2025-01-25,NEFT-SUBSIDIARY-TRANSFER,NEFT135276,,386501646.22,-162936697008.83
2025-01-26,NEFT-SUBSIDIARY-TRANSFER,NEFT835254,,308364193.39,-162628332815.43997
2025-01-26,VENDOR-PAYMENT-STEEL,VENDOR752792,528796325.66,,-163157129141.09998
2025-01-26,NEFT-SUBSIDIARY-TRANSFER,NEFT143285,,335339276.28,-162821789864.81998
2025-01-26,TAX-OUTFLOW,TAX837819,668084222.18,,-163489874086.99997
2025-01-27,PAYROLL-AND-OPERATIONS,PAYROLL348240,163301596.74,,-163653175683.73996
2025-01-27,NEFT-SUBSIDIARY-TRANSFER,NEFT370470,,396435099.14,-163256740584.59995
2025-01-27,NEFT-SUBSIDIARY-TRANSFER,NEFT175764,,454956895.43,-162801783689.16995
2025-01-27,VENDOR-PAYMENT-STEEL,VENDOR314590,719183299.0,,-163520966988.16995
2025-01-28,PAYROLL-AND-OPERATIONS,PAYROLL448515,409100142.45,,-163930067130.61996
2025-01-28,NEFT-SUBSIDIARY-TRANSFER,NEFT448412,,475775743.74,-163454291386.87997
2025-01-28,CAPEX-MACHINERY,CAPEX757066,383106971.77,,-163837398358.64996
2025-01-28,RTGS-DEALER-PAYMENT,RTGS830634,,397575459.15,-163439822899.49997
2025-01-29,RTGS-DEALER-PAYMENT,RTGS560863,,103674372.47,-163336148527.02997
2025-01-29,PAYROLL-AND-OPERATIONS,PAYROLL198147,534808546.2,,-163870957073.22998
2025-01-29,RTGS-DEALER-PAYMENT,RTGS845565,,437985623.79,-163432971449.43997
2025-01-30,RTGS-DEALER-PAYMENT,RTGS899302,,200291590.9,-163232679858.53998
2025-01-30,VENDOR-PAYMENT-STEEL,VENDOR727507,403458740.94,,-163636138599.47998
2025-01-30,CAPEX-MACHINERY,CAPEX101128,57667554.24,,-163693806153.71997
2025-01-31,CAPEX-MACHINERY,CAPEX842609,484707382.83,,-164178513536.54996
2025-01-31,PAYROLL-AND-OPERATIONS,PAYROLL447553,428505340.26,,-164607018876.80997
2025-01-31,TAX-OUTFLOW,TAX701573,116482640.34,,-164723501517.14996
2025-02-01,PAYROLL-AND-OPERATIONS,PAYROLL910904,711304416.27,,-165434805933.41995
2025-02-01,TAX-OUTFLOW,TAX614951,636141945.27,,-166070947878.68994
2025-02-01,NEFT-SUBSIDIARY-TRANSFER,NEFT802107,,419256411.22,-165651691467.46994
2025-02-02,CAPEX-MACHINERY,CAPEX106903,66534028.24,,-165718225495.70993
2025-02-02,VENDOR-PAYMENT-STEEL,VENDOR913541,272675499.9,,-165990900995.60992
2025-02-02,NEFT-SUBSIDIARY-TRANSFER,NEFT486510,,251986283.78,-165738914711.82993
2025-02-02,NEFT-SUBSIDIARY-TRANSFER,NEFT126040,,427204090.88,-165311710620.94992
2025-02-02,VENDOR-PAYMENT-STEEL,VENDOR702380,153371628.89,,-165465082249.83994
2025-02-03,TAX-OUTFLOW,TAX718771,103709026.64,,-165568791276.47995
2025-02-03,TAX-OUTFLOW,TAX674422,726028632.75,,-166294819909.22995
2025-02-03,CAPEX-MACHINERY,CAPEX387521,445149331.1,,-166739969240.32996
2025-02-03,VENDOR-PAYMENT-STEEL,VENDOR233543,252930879.08,,-166992900119.40994
2025-02-04,NEFT-SUBSIDIARY-TRANSFER,NEFT911275,,187988497.32,-166804911622.08994
2025-02-04,PAYROLL-AND-OPERATIONS,PAYROLL287916,612284117.8,,-167417195739.88992
2025-02-05,VENDOR-PAYMENT-STEEL,VENDOR209591,550011197.46,,-167967206937.3499
2025-02-05,CAPEX-MACHINERY,CAPEX601121,732179402.44,,-168699386339.78992
2025-02-05,RTGS-DEALER-PAYMENT,RTGS389507,,148316726.86,-168551069612.92993
2025-02-05,NEFT-SUBSIDIARY-TRANSFER,NEFT677499,,452591476.48,-168098478136.44992
2025-02-06,VENDOR-PAYMENT-STEEL,VENDOR898384,138287324.81,,-168236765461.25992
2025-02-06,NEFT-SUBSIDIARY-TRANSFER,NEFT317283,,454236920.21,-167782528541.04993
2025-02-06,TAX-OUTFLOW,TAX653956,265564575.45,,-168048093116.49994
2025-02-07,CAPEX-MACHINERY,CAPEX517227,561585436.84,,-168609678553.33994
2025-02-07,VENDOR-PAYMENT-STEEL,VENDOR910421,220940570.38,,-168830619123.71994
2025-02-07,TAX-OUTFLOW,TAX478083,361391777.33,,-169192010901.04993
2025-02-08,TAX-OUTFLOW,TAX362506,406153597.47,,-169598164498.51993
2025-02-08,VENDOR-PAYMENT-STEEL,VENDOR700614,606130950.15,,-170204295448.66992
2025-02-08,NEFT-SUBSIDIARY-TRANSFER,NEFT553418,,278608764.59,-169925686684.07993
2025-02-09,PAYROLL-AND-OPERATIONS,PAYROLL924743,694904636.59,,-170620591320.66992
2025-02-09,CAPEX-MACHINERY,CAPEX296450,519381772.92,,-171139973093.58994
2025-02-09,RTGS-DEALER-PAYMENT,RTGS677053,,479419351.1,-170660553742.48993
2025-02-09,PAYROLL-AND-OPERATIONS,PAYROLL531193,570340736.94,,-171230894479.42993
2025-02-09,CAPEX-MACHINERY,CAPEX840719,680867889.23,,-171911762368.65994
2025-02-10,RTGS-DEALER-PAYMENT,RTGS611751,,247628955.25,-171664133413.40994
2025-02-10,PAYROLL-AND-OPERATIONS,PAYROLL254411,126045860.14,,-171790179273.54996
2025-02-10,TAX-OUTFLOW,TAX801222,727948417.34,,-172518127690.88995
2025-02-10,CAPEX-MACHINERY,CAPEX297970,654151237.54,,-173172278928.42996
2025-02-10,TAX-OUTFLOW,TAX474880,425405985.3,,-173597684913.72995
2025-02-11,NEFT-SUBSIDIARY-TRANSFER,NEFT505777,,473271866.64,-173124413047.08994
2025-02-11,RTGS-DEALER-PAYMENT,RTGS476852,,465975457.8,-172658437589.28995
2025-02-11,PAYROLL-AND-OPERATIONS,PAYROLL587402,83446908.58,,-172741884497.86993
2025-02-11,TAX-OUTFLOW,TAX293123,686853653.94,,-173428738151.80994
2025-02-12,PAYROLL-AND-OPERATIONS,PAYROLL252638,382857097.91,,-173811595249.71994
2025-02-12,VENDOR-PAYMENT-STEEL,VENDOR418012,492284481.31,,-174303879731.02994
2025-02-12,RTGS-DEALER-PAYMENT,RTGS700910,,352890188.2,-173950989542.82993
2025-02-12,RTGS-DEALER-PAYMENT,RTGS248057,,479430033.53,-173471559509.29993
2025-02-12,PAYROLL-AND-OPERATIONS,PAYROLL698915,56224351.69,,-173527783860.98993
2025-02-13,TAX-OUTFLOW,TAX765948,481412645.42,,-174009196506.40994
2025-02-13,VENDOR-PAYMENT-STEEL,VENDOR994398,147618189.89,,-174156814696.29996
2025-02-14,NEFT-SUBSIDIARY-TRANSFER,NEFT529132,,181712642.23,-173975102054.06995
2025-02-14,NEFT-SUBSIDIARY-TRANSFER,NEFT774859,,240253149.01,-173734848905.05994
2025-02-14,RTGS-DEALER-PAYMENT,RTGS457656,,286337875.9,-173448511029.15994
2025-02-14,PAYROLL-AND-OPERATIONS,PAYROLL197506,163141803.74,,-173611652832.89993
2025-02-14,VENDOR-PAYMENT-STEEL,VENDOR808850,129018787.36,,-173740671620.25992
2025-02-15,VENDOR-PAYMENT-STEEL,VENDOR164737,153848892.9,,-173894520513.1599
2025-02-15,PAYROLL-AND-OPERATIONS,PAYROLL485329,433363754.69,,-174327884267.8499
2025-02-15,CAPEX-MACHINERY,CAPEX419419,603947956.68,,-174931832224.5299
2025-02-15,VENDOR-PAYMENT-STEEL,VENDOR487665,481669008.08,,-175413501232.6099
2025-02-16,RTGS-DEALER-PAYMENT,RTGS634740,,370430859.83,-175043070372.7799
2025-02-16,VENDOR-PAYMENT-STEEL,VENDOR913507,251903266.13,,-175294973638.9099
2025-02-16,NEFT-SUBSIDIARY-TRANSFER,NEFT259590,,337505178.77,-174957468460.13992
2025-02-16,CAPEX-MACHINERY,CAPEX585289,740563797.61,,-175698032257.7499
2025-02-17,VENDOR-PAYMENT-STEEL,VENDOR460271,513488419.75,,-176211520677.4999
2025-02-17,CAPEX-MACHINERY,CAPEX210995,309364493.12,,-176520885170.6199
2025-02-17,NEFT-SUBSIDIARY-TRANSFER,NEFT356491,,290604202.88,-176230280967.7399
2025-02-17,TAX-OUTFLOW,TAX839294,147999556.89,,-176378280524.6299
2025-02-17,NEFT-SUBSIDIARY-TRANSFER,NEFT442329,,311377132.11,-176066903392.51993
2025-02-17,TAX-OUTFLOW,TAX854016,137588281.9,,-176204491674.41992
2025-02-17,PAYROLL-AND-OPERATIONS,PAYROLL718590,475848608.39,,-176680340282.80994
2025-02-17,TAX-OUTFLOW,TAX427137,432792909.56,,-177113133192.36993
2025-02-18,RTGS-DEALER-PAYMENT,RTGS148875,,398625635.97,-176714507556.39993
2025-02-18,PAYROLL-AND-OPERATIONS,PAYROLL935318,147294745.33,,-176861802301.72992
2025-02-18,VENDOR-PAYMENT-STEEL,VENDOR486536,390647674.52,,-177252449976.2499
2025-02-18,PAYROLL-AND-OPERATIONS,PAYROLL915454,224991476.83,,-177477441453.0799
2025-02-18,TAX-OUTFLOW,TAX749243,481148827.26,,-177958590280.3399
2025-02-19,VENDOR-PAYMENT-STEEL,VENDOR487180,556577904.93,,-178515168185.2699
2025-02-19,CAPEX-MACHINERY,CAPEX462884,77404927.35,,-178592573112.6199
2025-02-20,NEFT-SUBSIDIARY-TRANSFER,NEFT944524,,413128035.5,-178179445077.1199
2025-02-20,TAX-OUTFLOW,TAX571083,725997391.04,,-178905442468.1599
2025-02-20,PAYROLL-AND-OPERATIONS,PAYROLL946267,635518372.91,,-179540960841.06992
2025-02-20,VENDOR-PAYMENT-STEEL,VENDOR141534,347761879.99,,-179888722721.0599
2025-02-20,CAPEX-MACHINERY,CAPEX293350,289375389.71,,-180178098110.7699
2025-02-20,VENDOR-PAYMENT-STEEL,VENDOR235775,666870225.56,,-180844968336.3299
2025-02-21,PAYROLL-AND-OPERATIONS,PAYROLL474808,360986300.92,,-181205954637.2499
2025-02-22,PAYROLL-AND-OPERATIONS,PAYROLL540342,403667210.99,,-181609621848.2399
2025-02-22,PAYROLL-AND-OPERATIONS,PAYROLL938475,277096249.79,,-181886718098.0299
2025-02-22,RTGS-DEALER-PAYMENT,RTGS383736,,315349267.53,-181571368830.4999
2025-02-22,NEFT-SUBSIDIARY-TRANSFER,NEFT515273,,292206780.82,-181279162049.6799
2025-02-23,TAX-OUTFLOW,TAX577081,720058719.18,,-181999220768.8599
2025-02-23,VENDOR-PAYMENT-STEEL,VENDOR411375,283806487.45,,-182283027256.3099
2025-02-23,TAX-OUTFLOW,TAX546156,683470873.56,,-182966498129.8699
2025-02-23,VENDOR-PAYMENT-STEEL,VENDOR490120,141404438.35,,-183107902568.2199
2025-02-23,PAYROLL-AND-OPERATIONS,PAYROLL922692,240550422.99,,-183348452991.2099
2025-02-23,NEFT-SUBSIDIARY-TRANSFER,NEFT143963,,220328608.58,-183128124382.6299
2025-02-23,CAPEX-MACHINERY,CAPEX539344,639696738.67,,-183767821121.29993
2025-02-24,TAX-OUTFLOW,TAX987233,296876008.45,,-184064697129.74994
2025-02-24,TAX-OUTFLOW,TAX938308,416866352.29,,-184481563482.03995
2025-02-25,PAYROLL-AND-OPERATIONS,PAYROLL693832,317357738.06,,-184798921220.09995
2025-02-25,RTGS-DEALER-PAYMENT,RTGS242955,,148749862.02,-184650171358.07996
2025-02-25,RTGS-DEALER-PAYMENT,RTGS256580,,170691795.72,-184479479562.35995
2025-02-26,PAYROLL-AND-OPERATIONS,PAYROLL453216,725482485.31,,-185204962047.66995
2025-02-26,RTGS-DEALER-PAYMENT,RTGS796688,,422406146.85,-184782555900.81995
2025-02-26,RTGS-DEALER-PAYMENT,RTGS674443,,283556728.94,-184498999171.87994
2025-02-26,VENDOR-PAYMENT-STEEL,VENDOR711001,372957725.71,,-184871956897.58994
2025-02-26,VENDOR-PAYMENT-STEEL,VENDOR417512,480435886.4,,-185352392783.98993
2025-02-27,NEFT-SUBSIDIARY-TRANSFER,NEFT886322,,345721783.89,-185006671000.0999
2025-02-27,RTGS-DEALER-PAYMENT,RTGS980890,,181049885.01,-184825621115.0899
2025-02-28,NEFT-SUBSIDIARY-TRANSFER,NEFT508758,,342593554.53,-184483027560.5599
2025-02-28,CAPEX-MACHINERY,CAPEX639159,162185385.68,,-184645212946.2399
2025-02-28,PAYROLL-AND-OPERATIONS,PAYROLL120169,57874242.77,,-184703087189.0099
2025-02-28,RTGS-DEALER-PAYMENT,RTGS232977,,387829270.14,-184315257918.86987
2025-02-28,NEFT-SUBSIDIARY-TRANSFER,NEFT570628,,245730914.56,-184069527004.30988
2025-02-28,PAYROLL-AND-OPERATIONS,PAYROLL778982,510128054.77,,-184579655059.07986
2025-03-01,CAPEX-MACHINERY,CAPEX951766,139566063.87,,-184719221122.94986
2025-03-01,RTGS-DEALER-PAYMENT,RTGS851136,,104162058.42,-184615059064.52985
2025-03-01,TAX-OUTFLOW,TAX415089,246158520.74,,-184861217585.26984
2025-03-01,CAPEX-MACHINERY,CAPEX596222,52884465.42,,-184914102050.68985
2025-03-02,RTGS-DEALER-PAYMENT,RTGS700139,,437252763.72,-184476849286.96985
2025-03-02,VENDOR-PAYMENT-STEEL,VENDOR265150,668515921.17,,-185145365208.13986
2025-03-02,NEFT-SUBSIDIARY-TRANSFER,NEFT883474,,338722043.0,-184806643165.13986
2025-03-02,TAX-OUTFLOW,TAX813965,475251005.13,,-185281894170.26987
2025-03-03,NEFT-SUBSIDIARY-TRANSFER,NEFT900787,,163851839.68,-185118042330.58987
2025-03-03,CAPEX-MACHINERY,CAPEX297014,407173493.85,,-185525215824.43988
2025-03-03,CAPEX-MACHINERY,CAPEX504098,399195140.43,,-185924410964.86987
2025-03-03,NEFT-SUBSIDIARY-TRANSFER,NEFT370995,,468972507.91,-185455438456.95987
2025-03-03,PAYROLL-AND-OPERATIONS,PAYROLL587597,431403869.16,,-185886842326.11987
2025-03-03,NEFT-SUBSIDIARY-TRANSFER,NEFT890463,,138523495.06,-185748318831.05988
2025-03-03,PAYROLL-AND-OPERATIONS,PAYROLL348201,226759955.12,,-185975078786.17987
2025-03-04,PAYROLL-AND-OPERATIONS,PAYROLL494358,590830386.34,,-186565909172.51987
2025-03-04,TAX-OUTFLOW,TAX248163,531171120.66,,-187097080293.17987
2025-03-04,NEFT-SUBSIDIARY-TRANSFER,NEFT837206,,458149259.56,-186638931033.61987
2025-03-05,NEFT-SUBSIDIARY-TRANSFER,NEFT903097,,245995464.33,-186392935569.2899
2025-03-05,NEFT-SUBSIDIARY-TRANSFER,NEFT437122,,444380417.11,-185948555152.1799
2025-03-05,TAX-OUTFLOW,TAX125875,120902056.44,,-186069457208.6199
2025-03-05,NEFT-SUBSIDIARY-TRANSFER,NEFT461928,,287269847.84,-185782187360.7799
2025-03-05,CAPEX-MACHINERY,CAPEX867324,553714195.53,,-186335901556.3099
2025-03-05,NEFT-SUBSIDIARY-TRANSFER,NEFT625528,,183103171.67,-186152798384.6399
2025-03-05,PAYROLL-AND-OPERATIONS,PAYROLL570832,367273392.02,,-186520071776.65988
2025-03-06,VENDOR-PAYMENT-STEEL,VENDOR815787,760659524.27,,-187280731300.92987
2025-03-06,TAX-OUTFLOW,TAX509931,653145697.95,,-187933876998.87988
2025-03-06,VENDOR-PAYMENT-STEEL,VENDOR200788,469549846.97,,-188403426845.84988
2025-03-07,RTGS-DEALER-PAYMENT,RTGS829482,,153992561.12,-188249434284.7299
2025-03-07,RTGS-DEALER-PAYMENT,RTGS786614,,418553458.13,-187830880826.59988
2025-03-07,PAYROLL-AND-OPERATIONS,PAYROLL816295,626330360.52,,-188457211187.11987
2025-03-07,PAYROLL-AND-OPERATIONS,PAYROLL959737,389335485.32,,-188846546672.43988
2025-03-07,RTGS-DEALER-PAYMENT,RTGS760333,,182169654.02,-188664377018.4199
2025-03-08,NEFT-SUBSIDIARY-TRANSFER,NEFT819073,,106418191.49,-188557958826.9299
2025-03-08,NEFT-SUBSIDIARY-TRANSFER,NEFT747817,,477802992.69,-188080155834.2399
2025-03-08,TAX-OUTFLOW,TAX691387,797089795.35,,-188877245629.5899
2025-03-08,VENDOR-PAYMENT-STEEL,VENDOR471951,249740887.7,,-189126986517.28992
2025-03-08,TAX-OUTFLOW,TAX970464,722262348.92,,-189849248866.20993
2025-03-08,VENDOR-PAYMENT-STEEL,VENDOR996645,273708435.61,,-190122957301.81992
2025-03-09,VENDOR-PAYMENT-STEEL,VENDOR121883,601650230.8,,-190724607532.6199
2025-03-09,NEFT-SUBSIDIARY-TRANSFER,NEFT227212,,293335176.48,-190431272356.1399
2025-03-09,TAX-OUTFLOW,TAX481412,192873103.86,,-190624145459.99988
2025-03-09,TAX-OUTFLOW,TAX599284,224146592.63,,-190848292052.62988
2025-03-09,RTGS-DEALER-PAYMENT,RTGS501576,,355326616.67,-190492965435.95987
2025-03-09,NEFT-SUBSIDIARY-TRANSFER,NEFT388915,,368740519.88,-190124224916.07986
2025-03-10,TAX-OUTFLOW,TAX314610,344356834.16,,-190468581750.23987
2025-03-10,NEFT-SUBSIDIARY-TRANSFER,NEFT761599,,119795853.78,-190348785896.45987
2025-03-10,TAX-OUTFLOW,TAX774518,759762349.37,,-191108548245.82986
2025-03-10,TAX-OUTFLOW,TAX998728,798035953.29,,-191906584199.11987
2025-03-10,NEFT-SUBSIDIARY-TRANSFER,NEFT546102,,118833977.74,-191787750221.37988
2025-03-10,TAX-OUTFLOW,TAX704781,286429621.08,,-192074179842.45987
2025-03-10,PAYROLL-AND-OPERATIONS,PAYROLL348506,447711993.78,,-192521891836.23987
2025-03-10,NEFT-SUBSIDIARY-TRANSFER,NEFT587056,,328887124.23,-192193004712.00986
2025-03-11,VENDOR-PAYMENT-STEEL,VENDOR239171,486801934.27,,-192679806646.27985
2025-03-11,VENDOR-PAYMENT-STEEL,VENDOR682248,256155306.66,,-192935961952.93985
2025-03-11,RTGS-DEALER-PAYMENT,RTGS826909,,278594555.65,-192657367397.28986
2025-03-11,TAX-OUTFLOW,TAX880018,524885428.63,,-193182252825.91986
2025-03-12,VENDOR-PAYMENT-STEEL,VENDOR435944,342367508.56,,-193524620334.47986
2025-03-12,VENDOR-PAYMENT-STEEL,VENDOR364913,783011529.57,,-194307631864.04987
2025-03-13,CAPEX-MACHINERY,CAPEX454552,291181601.27,,-194598813465.31985
2025-03-13,RTGS-DEALER-PAYMENT,RTGS313376,,315511768.55,-194283301696.76987
2025-03-13,PAYROLL-AND-OPERATIONS,PAYROLL180061,403058210.68,,-194686359907.44986
2025-03-13,CAPEX-MACHINERY,CAPEX551801,766902963.94,,-195453262871.38986
2025-03-13,TAX-OUTFLOW,TAX952200,398799994.56,,-195852062865.94986
2025-03-14,CAPEX-MACHINERY,CAPEX766545,643540459.22,,-196495603325.16986
2025-03-14,NEFT-SUBSIDIARY-TRANSFER,NEFT845339,,107941654.13,-196387661671.03986
2025-03-14,NEFT-SUBSIDIARY-TRANSFER,NEFT824865,,394134271.61,-195993527399.42987
2025-03-15,CAPEX-MACHINERY,CAPEX435643,120683685.37,,-196114211084.79987
2025-03-15,CAPEX-MACHINERY,CAPEX914863,66501467.51,,-196180712552.30988
2025-03-15,CAPEX-MACHINERY,CAPEX403127,493837352.36,,-196674549904.66986
2025-03-15,CAPEX-MACHINERY,CAPEX914864,437675973.81,,-197112225878.47986
2025-03-16,NEFT-SUBSIDIARY-TRANSFER,NEFT442369,,302783657.59,-196809442220.88986
2025-03-16,NEFT-SUBSIDIARY-TRANSFER,NEFT888090,,469566015.86,-196339876205.02988
2025-03-16,TAX-OUTFLOW,TAX436171,644062614.23,,-196983938819.2599
2025-03-16,VENDOR-PAYMENT-STEEL,VENDOR864223,408571782.65,,-197392510601.90988
2025-03-16,RTGS-DEALER-PAYMENT,RTGS388846,,366744663.91,-197025765937.99988
2025-03-16,CAPEX-MACHINERY,CAPEX747469,542190267.31,,-197567956205.30988
2025-03-17,NEFT-SUBSIDIARY-TRANSFER,NEFT177824,,416987308.79,-197150968896.51987
2025-03-17,PAYROLL-AND-OPERATIONS,PAYROLL292363,498111204.43,,-197649080100.94986
2025-03-18,VENDOR-PAYMENT-STEEL,VENDOR297621,317727023.72,,-197966807124.66986
2025-03-18,VENDOR-PAYMENT-STEEL,VENDOR181221,108105174.56,,-198074912299.22986
2025-03-18,TAX-OUTFLOW,TAX432053,192824971.19,,-198267737270.41986
2025-03-18,NEFT-SUBSIDIARY-TRANSFER,NEFT283323,,185723153.64,-198082014116.77985
2025-03-18,RTGS-DEALER-PAYMENT,RTGS485132,,172923882.11,-197909090234.66986
2025-03-18,VENDOR-PAYMENT-STEEL,VENDOR359433,423953049.65,,-198333043284.31985
2025-03-18,RTGS-DEALER-PAYMENT,RTGS349057,,416728338.8,-197916314945.51987
2025-03-19,NEFT-SUBSIDIARY-TRANSFER,NEFT231760,,454725421.81,-197461589523.70987
2025-03-19,RTGS-DEALER-PAYMENT,RTGS426253,,212191847.23,-197249397676.47986
2025-03-19,PAYROLL-AND-OPERATIONS,PAYROLL895571,64326344.48,,-197313724020.95987
2025-03-19,PAYROLL-AND-OPERATIONS,PAYROLL665564,202820561.88,,-197516544582.83987
2025-03-19,NEFT-SUBSIDIARY-TRANSFER,NEFT432011,,291403816.85,-197225140765.98987
2025-03-20,PAYROLL-AND-OPERATIONS,PAYROLL769368,367172036.43,,-197592312802.41986
2025-03-20,PAYROLL-AND-OPERATIONS,PAYROLL313070,544508556.25,,-198136821358.66986
2025-03-20,NEFT-SUBSIDIARY-TRANSFER,NEFT147397,,146347322.94,-197990474035.72986
2025-03-20,VENDOR-PAYMENT-STEEL,VENDOR997072,472720442.68,,-198463194478.40985
2025-03-21,PAYROLL-AND-OPERATIONS,PAYROLL358863,707451004.09,,-199170645482.49985
2025-03-21,TAX-OUTFLOW,TAX948128,445959016.23,,-199616604498.72986
2025-03-21,NEFT-SUBSIDIARY-TRANSFER,NEFT221898,,230105670.1,-199386498828.62985
2025-03-21,PAYROLL-AND-OPERATIONS,PAYROLL792058,463576258.11,,-199850075086.73984
2025-03-21,CAPEX-MACHINERY,CAPEX810383,160502982.1,,-200010578068.83984
2025-03-21,NEFT-SUBSIDIARY-TRANSFER,NEFT801363,,242764740.86,-199767813327.97986
2025-03-22,PAYROLL-AND-OPERATIONS,PAYROLL694614,193822310.88,,-199961635638.85986
2025-03-22,CAPEX-MACHINERY,CAPEX609063,145850564.41,,-200107486203.26987
2025-03-22,TAX-OUTFLOW,TAX140223,283431499.93,,-200390917703.19986
2025-03-22,RTGS-DEALER-PAYMENT,RTGS111123,,370393432.94,-200020524270.25986
2025-03-22,CAPEX-MACHINERY,CAPEX993077,609632702.83,,-200630156973.08984
2025-03-23,RTGS-DEALER-PAYMENT,RTGS298368,,363640986.15,-200266515986.93985
2025-03-23,PAYROLL-AND-OPERATIONS,PAYROLL554190,81113589.49,,-200347629576.42984
2025-03-23,RTGS-DEALER-PAYMENT,RTGS208698,,132321964.41,-200215307612.01984
2025-03-23,NEFT-SUBSIDIARY-TRANSFER,NEFT147739,,270315281.25,-199944992330.76984
2025-03-24,PAYROLL-AND-OPERATIONS,PAYROLL211219,229787969.44,,-200174780300.20984
2025-03-24,VENDOR-PAYMENT-STEEL,VENDOR305564,705437812.81,,-200880218113.01984
2025-03-24,RTGS-DEALER-PAYMENT,RTGS680255,,235502211.67,-200644715901.34982
2025-03-25,RTGS-DEALER-PAYMENT,RTGS154482,,169579072.47,-200475136828.87982
2025-03-25,TAX-OUTFLOW,TAX522539,700016812.18,,-201175153641.0598
2025-03-25,RTGS-DEALER-PAYMENT,RTGS269138,,493227766.5,-200681925874.5598
2025-03-25,VENDOR-PAYMENT-STEEL,VENDOR218471,400724942.62,,-201082650817.1798
2025-03-25,RTGS-DEALER-PAYMENT,RTGS415985,,397664361.55,-200684986455.62982
2025-03-26,PAYROLL-AND-OPERATIONS,PAYROLL748089,681188871.41,,-201366175327.03983
2025-03-26,RTGS-DEALER-PAYMENT,RTGS326080,,333295942.45,-201032879384.5898
2025-03-26,PAYROLL-AND-OPERATIONS,PAYROLL538086,580824189.67,,-201613703574.25983
2025-03-26,TAX-OUTFLOW,TAX585013,406705576.47,,-202020409150.72983
2025-03-26,VENDOR-PAYMENT-STEEL,VENDOR383468,226070796.1,,-202246479946.82983
2025-03-27,VENDOR-PAYMENT-STEEL,VENDOR539286,592249133.85,,-202838729080.67984
2025-03-27,TAX-OUTFLOW,TAX836070,643817591.55,,-203482546672.22983
2025-03-27,CAPEX-MACHINERY,CAPEX466021,598262096.4,,-204080808768.62982
2025-03-27,TAX-OUTFLOW,TAX354910,708949503.79,,-204789758272.41983
2025-03-27,VENDOR-PAYMENT-STEEL,VENDOR884751,504855112.29,,-205294613384.70984
2025-03-27,TAX-OUTFLOW,TAX958489,345176571.33,,-205639789956.03983
2025-03-28,CAPEX-MACHINERY,CAPEX689073,699786317.92,,-206339576273.95984
2025-03-28,CAPEX-MACHINERY,CAPEX834050,210612292.61,,-206550188566.56982
2025-03-28,PAYROLL-AND-OPERATIONS,PAYROLL806556,320827661.09,,-206871016227.65982
